,_key,city,country,employees_on_linkedin,faxNumber,followers,founded,hq,image_url,industry,linkedin_id,naics,naicsText,name,overview,phoneNumber,postal,revenue,sic,sicText,size,specialites,state,street_1,street_2,type,updated,url,website
325,00050ab1-37fd-4618-a555-55f4edc26f49,City of London,United Kingdom,,,0,,"116 Abbeville Rd, London, SW4 9LU, United Kingdom",,Food & Beverages,6120639,,,TREOHANS LIMITED,"TREOHANS LIMITED is a Food and Beverages company located in 116 Abbeville Rd, London, United Kingdom.",,SW4 9LU,,,,1-10 employees,,,116 Abbeville Rd,,,2016-04-21T14:42:38,www.linkedin.com/company/treohans-limited,http://www.treohans.co.uk
326,00050cd2-17ef-4495-9e7e-c58bca7c8926,South Barre,United States,,,0,,"RURAL ROUTE 14 BOX 283, South Barre, VT, 05670, United States",,Restaurants,8805937,,,Suzannas Restaurant,"Suzannas Restaurant is a Restaurants company located in RURAL ROUTE 14 BOX 283, South Barre, VT, United States.",,05670,,,,1-10 employees,,VT,RURAL ROUTE 14 BOX 283,,,2016-04-21T14:47:05,www.linkedin.com/company/suzannas-restaurant,http://www.suzannas.com
327,000516f6-fab9-4064-9b56-72b9d24d7669,,,,,41,2013.0,,http://media.licdn.com/mpr/mpr/shrink_200_200/AAEAAQAAAAAAAANyAAAAJDU4YWY5YmQ0LWZjNzktNDdjZC1hZjc4LWRmYzVjYmY4NWUzNA.png,Mechanical or Industrial Engineering,10044407,,,IKNX Ingeniería,"Empresa dedicada al estudio, diseño e implantación de proyectos lumínicos. Diseño e implantación de proyectos de domótica e inmótica. Pasión por la eficiencia energética.",,,,,,1-10 employees,,,,,Sole Proprietorship,2016-05-20T20:21:05,www.linkedin.com/company/iknx-ingeniería,http://iknx.es
328,00051afd-e09d-453c-95ea-9a0a2209ea87,Richmond,United States,,,0,,"P.O. BOX 842036, Richmond, Virginia, 23284-2036, United States",,Internet,8755748,,,University News Services,"University News Services is an Internet company located in P.O. BOX 842036, Richmond, Virginia, United States.",,23284-2036,,,,1-10 employees,,Virginia,P.O. BOX 842036,,,2016-04-21T20:26:04,www.linkedin.com/company/university-news-services,
329,00051baa-91cb-4e68-989d-b532cb7785bd,,United Kingdom,,,1,,"Kings Inch Pl, PA4 8WF, United Kingdom",,Public Relations and Communications,8552799,,,MATERIAL MARKETING AND COMMUNICATIONS LIMITED,MATERIAL MARKETING AND COMMUNICATIONS LIMITED is a Public Relations company located in United Kingdom.,,PA4 8WF,,,,1-10 employees,,,Kings Inch Pl,,,2016-04-21T04:03:16,www.linkedin.com/company/material-marketing-and-communications-limited,
330,00052101-2bb3-4299-b35c-2748fc7c262e,Northglenn,United States,,,1,,"10913 Larson Dr, Northglenn, Colorado, 80233, United States",,Public Relations and Communications,8985330,,,Front Range Refrigeration Co,"Front Range Refrigeration Co is a Public Relations company located in 10913 Larson Dr, Northglenn, Colorado, United States.",,80233,,,,1-10 employees,,Colorado,10913 Larson Dr,,,2016-05-19T14:19:36,www.linkedin.com/company/front-range-refrigeration-co,http://frontrangerefrigeration.com
331,000533fa-29b4-45e0-b05e-fb4b22a83a8d,,,,,4,2007.0,,http://media.licdn.com/mpr/mpr/shrink_200_200/AAEAAQAAAAAAAAbOAAAAJDRkMWUzNmNiLTE5MDctNGMzNi1iMzdiLTEyNWUzMmM0NGM3Yw.png,Investment Management,10324634,,,RITEWIGG LTD,"Ritewigg Limited was established to meet the need of investors to achieve moderate and consistent returns on their capital, but without the risk and volatility seen in recent times of traditional asset classes such as equities, bonds and real estate.\r\nRitewigg Limited provides individuals and organizations with the opportunity to participate in the global markets in spot trading. This is an opportunity to dilute your equity and fixed-income investments with a Managed Account that gives a more complete diversification and a reduction in portfolio risk.",,,,,,11-50 employees,"Investment management, commodities, indicies, currencies",,,,Partnership,2016-04-24T16:56:54,www.linkedin.com/company/ritewigg-ltd,http://www.ritewigg.com
332,00053631-1f1d-4581-9768-cb0c8e0ec874,Bryan,United States,,,6,,"4501 Northwood Dr, Bryan, Texas, 77803-0489, United States",,Electrical/Electronic Manufacturing,6084421,,,Electrical Electronic,"Electrical Electronic is an electrical and electronic manufacturing company based out of 4501 Northwood Dr, Bryan, Texas, United States.",,77803-0489,,,,,,Texas,4501 Northwood Dr,,,2016-04-22T02:26:10,www.linkedin.com/company/electrical-electronic,
333,000537ec-bfef-47e2-9165-941de4c81d0d,,,,,14,,,http://media.licdn.com/mpr/mpr/shrink_200_200/AAEAAQAAAAAAAAS6AAAAJDM1ODM3NGZjLTFiNTctNDIwYy1hZGZlLTczZjEyYWRjNDUyZQ.png,Information Services,4799365,,,SmartRocket,"SmartRocket combines crowd sourcing with mobile technologies to enable companies to quickly, inexpensively and reliably understand retail environments in any location, at any time.",,,,,,11-50 employees,,,,,,2016-05-19T19:03:31,www.linkedin.com/company/smartrocket,http://smart-rocket.com
334,00054e55-4766-400b-8880-875dfdd00251,San Diego,United States,,,26,1990.0,"11455 El Camino Real, #300, San Diego, California, 92130, United States",http://media.licdn.com/mpr/mpr/shrink_200_200/AAEAAQAAAAAAAAZMAAAAJGZlNzMzZWQ0LWE2ODAtNDE5MS05NjlkLWNkZjE0ZjdmYTQ0NA.png,Law Practice,6642936,,,"Teel & Roeper, LLP","Founded in 1990 by real estate attorneys from large firms, Teel & Roeper, LLP has developed a premier real estate practice emphasizing commercial transactions throughout the country. The firm has considerable experience in the western United States, Southern California and Hawaii. TeelRoeper has achieved an enviable level of success on behalf of its clients, closing more than $15 billion in commercial real estate transactions and structuring lease transactions of more than 50 million square feet of leaseable area during the past several decades.\r\n\r\nUnburdened by bureaucracy, TeelRoeper provides agile expertise to developers, land owners, operators, private equity groups, joint ventures, publicly traded companies and other valued client groups. Its attorneys serve clients in all phases of the acquisition, disposition, development, operation, leasing and financing of real estate, including all associated joint venture, equity and debt components.\r\n\r\nAs real estate attorneys who think like entrepreneurs, the firm’s members approach each transaction with a deft, deal-making philosophy. This has earned TeelRoeper a reputation as being both “partners in the process” and “invested in the results” of the firm’s clients.",,92130,,,,1-10 employees,,California,11455 El Camino Real #300,#300,Partnership,2016-05-18T15:41:14,www.linkedin.com/company/teel-&-roeper-llp,http://www.teelroeper.com
335,00055442-020a-4bbd-9702-610c65104ad5,,,,,1,2009.0,,http://media.licdn.com/mpr/mpr/shrink_200_200/AAEAAQAAAAAAAAUIAAAAJGI4YWUxZTZlLTBkMDktNDNmOC04ZTZhLWYyMGE5ZTlmZmYzOQ.png,Automotive,7576530,,,Pacific Rides,"Pacific Rides provides services for individuals, hobbyists and professionals throughout the greater San Fernando Valley. Their local shop mechanics are dedicated to providing the best repairs for your ATV, motorcycle or go-kart with the highest quality material available within the United States. We have most parts available in stock for immediate use or sale, and are able to special order vintage parts to arrive at your earliest convenience. Our online and in building store features the best new accessories you can find in the San Fernando Valley. You will find the top rated safety gear, customizable accessories and our new product, the BM E-Bikes. With countless years of experience on and off the track, Pacific Rides is your only stop to meet all your motorcycle and ATV needs. If you are looking for a full-service Chatsworth shop and store, look no further than Pacific Rides. Call us at (818) 341-5683.",,,,,,1-10 employees,"Motorcycle Dealer, Motorcycle Repair, Motorcycle Parts & Accessories, ATV Dealer, ATV Repair, ATV Parts & Accessories, Go Kart Dealer, Go Kart Repair, Go Kart Parts & Accessories, Safety Gear, Off Road Equipment",,,,Privately Held,2016-05-21T16:51:32,www.linkedin.com/company/pacific-rides,http://www.pacificrides.com
336,00055490-863c-4f0b-8607-e1e7df5bcaaa,,,,,11,1989.0,,http://media.licdn.com/mpr/mpr/shrink_200_200/AAEAAQAAAAAAAALoAAAAJGFlYTYxMzk1LTQ2ZWItNDc2My05NDI2LThkYzE3ZWQxOWJiMg.png,Broadcast Media,10148853,,,Broadcasting Standards Authority,"The BSA was set up under the Broadcasting Act 1989(external) to oversee the broadcasting standards regime in New Zealand. We do this by deciding complaints that broadcasts have breached standards, by doing research, and also by providing information about broadcasting standards. \r\n\r\nWe come under the umbrella of the Ministry for Culture and Heritage, and our Minister is the Minister of Broadcasting, the Hon Amy Adams(external). However, we are an Independent Crown Entity, which means, among other things, that the government cannot direct us in our work.\r\n\r\nThe Authority board consists of four members who make the decisions about complaints and who govern the BSA itself. We have a small staff who provide support to the members and who run the day-to-day office services.\r\n\r\nWe are essentially an appeal body, which is why complaints generally go to the broadcaster first (with the exception of privacy issues and election advertisements). Our decisions can be appealed to the High Court.",,,,,,1-10 employees,,,,,Government Agency,2016-05-19T21:46:01,www.linkedin.com/company/broadcasting-standards-authority,http://bsa.govt.nz
337,000556ce-b8eb-4bc8-9d69-2b7aaf8a1ce5,Medford,United States,,,4,,"1111 Crater Lake Ave, Medford, Oregon, 97504-6241, United States",,Hospital & Health Care,6362885,,,Provident Health Systems,"Provident Health Systems is a Hospital and Health Care company located in 1111 Crater Lake Ave, Medford, Oregon, United States.",,97504-6241,,,,11-50 employees,,Oregon,1111 Crater Lake Ave,,,2016-04-21T19:08:28,www.linkedin.com/company/provident-health-systems,http://www2.providence.org/pages/default.aspx
338,00055bdc-f78e-43b2-89d3-77859f055273,,,,,3,,,,,9128895,,,LUDLOW HOMES LIMITED,,,,,,,,,,,,,2016-04-24T04:51:51,www.linkedin.com/company/ludlow-homes-limited,http://www.ludlowhomes.co.nz
339,00055be4-8fc2-4d2d-ab93-f29a7808511d,HOLYPORT,,,,3,,"THE DAIRY HOUSE MONEYROW GREEN, HOLYPORT, MAIDENHEAD, SL6 2ND",,Professional Training & Coaching,8849537,,,KINGSWOOD TRAINING SERVICES LIMITED,KINGSWOOD TRAINING SERVICES LIMITED is a retail company.,,SL6 2ND,,,,11-50 employees,,MAIDENHEAD,THE DAIRY HOUSE MONEYROW GREEN,,,2016-05-20T02:57:47,www.linkedin.com/company/kingswood-training-services-limited,http://kingswoodtraining.co.uk
340,0005618a-9f33-4fac-bd0d-fc0c5c894b2c,,,,,8,2012.0,,http://media.licdn.com/mpr/mpr/shrink_200_200/p/7/005/076/139/2de6353.png,Design,3801768,,,Eye Like Design,"Eye Like Design is a design & development agency in East Austin.\r\n\r\nOur mission at Eye Like Design is to get to know you, and how your unique philosophy guides and authenticates your life and your life’s work.\r\n\r\nTaking the time to join you on your path allows us to create accordingly and effectively, and make a few friends along the way.",,,,,,1-10 employees,"Graphic Design, Branding, Web, Friendship",,,,Partnership,2016-05-21T10:45:21,www.linkedin.com/company/eye-like-design,http://www.eyelikedesign.com
341,00056193-30c9-4b81-8fa8-18ec05da85dd,,,,,14,,,http://media.licdn.com/mpr/mpr/shrink_200_200/p/8/005/052/0c5/14f0308.png,Industrial Automation,3672386,,,Sensors Worldwide,"Una vetrina sul mondo della sensoristica, con le sue novità e innovazioni sui prodotti.",,,,,,1001-5000 employees,,,,,,2016-05-20T17:40:43,www.linkedin.com/company/sensors-worldwide,
342,000562cd-2fea-404d-ab9a-3a4d65d9a444,,,,,29,2015.0,,http://media.licdn.com/mpr/mpr/shrink_200_200/AAEAAQAAAAAAAAe8AAAAJDJjYjNlOWIwLWE1ODktNDkzYS04YzFmLWI5NDlkYjNkODJkZg.png,Nonprofit Organization Management,10558735,,,İhtiyaç Haritası,İhtiyacharitasi.org farklı konulardaki ihtiyaçların ihtiyaç sahipleri ile ihtiyacı karşılamak isteyen kişiler ve kurumların buluştuğu online bir platformdur. İhtiyaçların karşılanmasının yanı sıra farklı konularda destek sahibi kurumların ve kişilerin de kullanabildiği bu platform Türkiye’nin her yerinden kullanılabilmektedir.,,,,,,11-50 employees,"sosyal fayda, sosyal medya, sivil toplum, destek, gönüllü, imece, Mahalle, Kent",,,,Non Profit,2016-05-21T08:30:52,www.linkedin.com/company/ihtiyaç-haritası,http://www.ihtiyacharitasi.org
343,00056368-d659-49ce-8610-698636173923,Derry,United Kingdom,,,0,,"112 STRAND ROAD LONDONDERRY, Londonderry, BT48 7NR, United Kingdom",,Music,5564694,,,PARSEC DEVELOPMENTS LIMITED,"PARSEC DEVELOPMENTS LIMITED is a music company based out of 112 STRAND ROAD LONDONDERRY, Londonderry, United Kingdom.",,BT48 7NR,,,,,,,112 STRAND ROAD LONDONDERRY,,,2016-04-21T13:40:14,www.linkedin.com/company/parsec-developments-limited,
344,00056a5c-f781-4b01-ac7e-2058d94b6432,Fort Washington,United States,,,0,,"655 Broad Creek Dr, Fort Washington, MD, 20744, United States",,Writing and Editing,6326563,,,Linda R Reed,"Linda R Reed is a writing and editing company based out of 655 Broad Creek Dr, Fort Washington, MD, United States.",,20744,,,,,,MD,655 Broad Creek Dr,,,2016-04-21T15:12:55,www.linkedin.com/company/linda-r-reed,
345,00056dbb-b6e1-4b78-a245-f401fadca60b,Newport,United Kingdom,,,0,,"21 Gold Tops, Newport, NP20 4PG, United Kingdom",,Architecture & Planning,4700546,,,S. Folkes Memorials Limited,"S. Folkes Memorials Limited is an Architecture and Planning company located in 21 Gold Tops, Newport, United Kingdom.",,NP20 4PG,,,,1-10 employees,,,21 Gold Tops,,,2016-04-21T16:15:12,www.linkedin.com/company/s-folkes-memorials-limited,
346,00056e7d-d64d-405c-b352-fcaf58f3be2d,,,,,1,,,,,8977284,,,Arnia Oy,,,,,,,,,,,,,2016-04-25T00:59:54,www.linkedin.com/company/arnia-oy,http://www.shopenter.fi
347,0005758e-ecb1-42ed-8601-b4de800f0352,Wichita,United States,,,0,,"14211 Spring Creek Dr, Wichita, Kansas, 67230-9536, United States",,Wholesale,6759631,,,Heartstrings Inc,"Heartstrings Inc is a wholesale company based out of 14211 Spring Creek Dr, Wichita, Kansas, United States.",,67230-9536,,,,,,Kansas,14211 Spring Creek Dr,,,2016-04-23T22:43:09,www.linkedin.com/company/heartstrings-inc,http://www.heartstrings.net
348,00057607-bde3-417d-9d23-f3406347e971,Ras al-Khaimah,United Arab Emirates,,,123,2012.0,"ras al khaimah, Ras al khaimah, 00971, United Arab Emirates",http://media.licdn.com/mpr/mpr/shrink_200_200/AAEAAQAAAAAAAAN9AAAAJDk3NjdjZGVhLTJlZGYtNGUwZC04MDQxLWM5ZjMzNDcyNzVkNw.png,Hospital & Health Care,6423624,,,Julphar Implant and Cosmetic Dental Center,"Julphar Implant & Cosmetic Dental Center is a multi-specialty dental center located in the very heart of the tourist of Ras Al Khaimah, UAE. Julphar Dentistry is built around an exceptionally qualified team of General Dentists, Cosmetic Dentistry Specialist, Orthodontist, Prosthodontist, Implantologist & Endodontist who are highly trained. Our team provides state of the art cosmetic solutions to your dental needs such as Teeth Whitening, Veneers, Orthodontic Braces, advanced Full Mouth Rehabilitation with Smile Make Over, Implants, and Pain Free Single Visit Root Canal Treatment. To ensure the highest quality of care, we have crafted and meticulously equipped our dental clinics with cutting edge technology every step of the way.\r\n\r\nService/Treatments:\r\n\r\nDigital smile design(DSD)\r\nTeeth whitening\r\nBonding\r\nVeneers\r\nporcelain Crowns\r\nimplants\r\nBridges\r\nCosmetic Gum surgery\r\nBraces\r\nFillings\r\nExtraction\r\nRoot Canal\r\nBone Augmentation\r\npericoronitis treatment \r\nCleaning(scale&polish)\r\nNight guard\r\n\r\n\r\nOFFICE TIMINGS\r\nSat - Thur\r\n9AM - 9PM \r\n+971 7 2271999\r\ninfo@julphardental.com \r\nJulphar Tower , Office #2711, Ras Al Khaimah, UAE.",,00971,,,,11-50 employees,"Cosmetic, Surgical, Restorative, orthodontics",,ras al khaimah,,Sole Proprietorship,2016-05-16T00:23:54,www.linkedin.com/company/julphar-implant-and-cosmetic-dental-center,http://www.julphardental.com
349,00057a2d-61ba-4f42-8986-bc0aed8be20a,Dorking,United Kingdom,,,0,,"Glenwood, Dorking, England, RH5, United Kingdom",,Accounting,7995207,,,ANDREA LOWE CONSULTANCY LIMITED,"ANDREA LOWE CONSULTANCY LIMITED is an Accounting company located in Glenwood, Dorking, England, United Kingdom.",,RH5,,,,1-10 employees,,England,Glenwood,,,2016-04-21T11:31:51,www.linkedin.com/company/andrea-lowe-consultancy-limited,
350,00057aec-62ad-4bc7-8b34-705805d9ca58,Coventry,United Kingdom,,,0,,"Coventry, CV3 4FX, United Kingdom",,Law Practice,8323085,,,THE JUNGLE EXPRESS LIMITED,"THE JUNGLE EXPRESS LIMITED is a law practice company based out of Coventry, United Kingdom.",,CV3 4FX,,,,,,,,,,2016-04-21T13:26:21,www.linkedin.com/company/the-jungle-express-limited,
351,00058198-e3e7-498a-8f78-ae7d60c9aeed,Loudwater,United Kingdom,,,0,,"Loudwater, England, HP13, United Kingdom",,Oil & Energy,8194045,,,CAMPRO ENTERPRISES LIMITED,"CAMPRO ENTERPRISES LIMITED is an Oil and Energy company located in Loudwater, England, United Kingdom.",,HP13,,,,1-10 employees,,England,,,,2016-05-17T08:37:05,www.linkedin.com/company/campro-enterprises-limited,
352,00058667-2cfa-4873-b45a-8e2df7cb4eac,Key West,United States,,,0,,"5710 Us Highway 1, Key West, FL, 33040, United States",,Retail,8569881,,,Murray Marine Inc,"Murray Marine Inc is a retail company based out of 5710 Us Highway 1, Key West, FL, United States.",,33040,,,,,,FL,5710 Us Highway 1,,,2016-04-22T07:05:55,www.linkedin.com/company/murray-marine-inc,http://www.murraymarine.com
353,00058a4e-8ac3-4f3a-8ded-b5b37beaac79,Camarillo,United States,,,1,,"1040 Avenida Acaso, Camarillo, California, 93012-8712, United States",,Logistics and Supply Chain,8977790,,,BML Industries Inc,"BML Industries Inc is a logistics and supply chain company based out of 1040 Avenida Acaso, Camarillo, California, United States.",,93012-8712,,,,,,California,1040 Avenida Acaso,,,2016-04-21T23:23:57,www.linkedin.com/company/bml-industries-inc,http://www.aius.net
354,0005973b-d3bd-4ed4-96d8-6f0021e5dfe9,Spring Hill,United States,,,0,,"1507 Beaumont Ter, Spring Hill, Tennessee, 37174, United States",,Nonprofit Organization Management,6515664,,,R Bowles Group,"R Bowles Group is a Non-profit Organization Management company located in 1507 Beaumont Ter, Spring Hill, Tennessee, United States.",,37174,,,,1-10 employees,,Tennessee,1507 Beaumont Ter,,,2016-04-22T06:18:43,www.linkedin.com/company/r-bowles-group,
355,0005a197-fb0c-4e4d-a062-03f717e0e442,City of London,United Kingdom,,,0,,"28 Charles Square, London, N1 6HT, United Kingdom",,,9596794,,,OPERATION NOAH,"OPERATION NOAH is a company based out of 28 Charles Square, London, United Kingdom.",,N1 6HT,,,,,,,28 Charles Square,,,2016-04-21T15:15:25,www.linkedin.com/company/operation-noah,http://www.operationnoah.org
356,0005a246-43c6-4ea0-9a82-c989f61e6c34,Provo,United States,,,13,2015.0,"200 Main Street, Provo, Utah, United States",http://media.licdn.com/mpr/mpr/shrink_200_200/AAEAAQAAAAAAAAQGAAAAJDM2YTM0YzMwLWZmYzctNDEzYy1hYTg0LTc2NDRjMTczMjE1ZA.png,Financial Services,9237875,,,ViperPay - Merchant Services for Businesses,"ViperPay is a full-service electronic payments solutions provider. We facilitate electronic payment processing for all major Credit & Debit cards, Gift & Loyalty cards, and ACH. Our innovative solutions include a variety of integrated Point-Of-Sale software, Terminals and Machines, E-commerce and Wireless payment processing solutions.",,,,,,1-10 employees,"Mobile Payments, Retail Merchant Solutions, Credit Card Processing, Ecommerce, Fundraising, Merchant Accounts",Utah,200 Main Street,,Privately Held,2016-04-22T03:26:48,www.linkedin.com/company/viperpay,http://www.viperpay.com
357,0005aa8a-6140-4d58-9ba2-252d06b28f00,New York,United States,,,67,2014.0,"349 5th Avenue, New York, New York, 10016, United States",http://media.licdn.com/mpr/mpr/shrink_200_200/p/6/005/0b4/1d8/3237f16.png,Internet,6374415,,,Boredom Therapy,"Boredom Therapy is a New York City based media startup that pushes the limits of online content distribution. With our proprietary technology, we have grown BoredomTherapy.com in record time to attract an audience of millions with highly engaging content.",,10016,,,,11-50 employees,"Internet Publishing, Trending Content, Content Distribution, Social Discovery",New York,349 5th Avenue,,Privately Held,2016-05-18T02:47:39,www.linkedin.com/company/boredom-therapy,http://www.boredomtherapy.com
358,0005b726-71b7-44cf-8ba5-60b9052b67a2,Brooklyn,United States,,,0,,"339 Ellery St APT 5p, Brooklyn, New York, 11206-4548, United States",,Music,6031113,,,Getiton Records,"Getiton Records is a Music company located in 339 Ellery St APT 5p, Brooklyn, New York, United States.",,11206-4548,,,,1-10 employees,,New York,339 Ellery St APT 5p,,,2016-04-22T04:52:12,www.linkedin.com/company/getiton-records,http://www.getitonrecords.com.mx
359,0005b73b-5887-46c9-a738-72054fed5506,Parish of Kingston,Jamaica,,,2,2009.0,"12 Begonia Drive, Kingston 6, Mona, Kingston, Kingston, Jamaica",http://media.licdn.com/mpr/mpr/shrink_200_200/AAEAAQAAAAAAAASZAAAAJDQ2NzIyMDVlLTVlNGMtNDE3MC1iZGVmLTk2ZTViMjNjN2NhNw.png,E-Learning,10400204,,,Academic Journies,"A 21st century blended-learning education company focused on delivering services using all available Web 2.0 tools, thereby achieving extraordinary levels of interactivity and engagement of students, whilst helping more students to reach their full potential.\r\nVision Statement: Breaking down the barriers of learning; actualizing potential.",,,,,,1-10 employees,"CSEC and CAPE Examination Preparation, Teaching Website Design, Cartoon Animation and Mobile App Development, Online Learning Platform",Kingston,"12 Begonia Drive, Kingston 6",,Educational,2016-05-16T20:37:19,www.linkedin.com/company/academic-journies,http://www.facebook.com/academicjournies.csec
360,0005bd56-2a78-4172-be49-5f1bc710f199,Everton Park,Australia,,,2,,"65 Russell St, Everton Park, Queensland, 4053, Australia",,,7692930,,,Tennis Gear,,,4053,,,,,,Queensland,65 Russell St,,,2016-05-19T22:44:49,www.linkedin.com/company/tennis-gear,http://evertontennis.com.au
361,0005c0a1-b580-408f-96f7-d8fd3613d3e2,Cardiff,United Kingdom,,,0,,"225 City Rd, Cardiff, CF24 3YG, United Kingdom",,Mechanical or Industrial Engineering,8838744,,,UTELLUS LIMITED,"UTELLUS LIMITED is a mechanical or industrial engineering company based out of 225 City Rd, Cardiff, United Kingdom.",,CF24 3YG,,,,,,,225 City Rd,,,2016-04-23T07:22:02,www.linkedin.com/company/utellus-limited,
362,0005c4c6-b536-42aa-ba1c-fd670b72c282,,New Zealand,,,0,,New Zealand,,,7213443,,,Rent Right Property Managemant Ltd,Rent Right Property Managemant Ltd is a company based out of New Zealand.,,,,,,,,,,,,2016-04-21T09:35:09,www.linkedin.com/company/rent-right-property-managemant-ltd,http://rentright.co.nz
363,0005cf67-586f-4f9d-b91e-4d1bf1970bbc,Milwaukee,United States,,,0,,"633 W Capitol Dr, Milwaukee, Wisconsin, 53212-1125, United States",,,9930358,,,Kosmik Kare LLC,"Kosmik Kare LLC is a company based out of 633 W Capitol Dr, Milwaukee, Wisconsin, United States.",,53212-1125,,,,,,Wisconsin,633 W Capitol Dr,,,2016-04-24T02:58:22,www.linkedin.com/company/kosmik-kare-llc,http://www.kosmik-kare.com
364,0005d00d-3d27-42b6-9810-5f51cf4aa235,,,,,16,,,http://media.licdn.com/mpr/mpr/shrink_200_200/p/5/005/051/353/1709476.png,Apparel & Fashion,3667794,,,Clark by Trevi Coliseum,A basic collection including more than 120 metal and plastic models particularly studied and designed in order to satisfy the large market demands.,,,,,,11-50 employees,,,,,,2016-04-21T03:35:25,www.linkedin.com/company/eyewear,http://www.trevicoliseum.it
365,0005dd5c-8325-4ad7-ad7f-33f6fdaf2c13,Altamonte Springs,United States,,,1,,"405 Douglas Ave, Altamonte Spgs, Florida, 32714-2542, United States",,Paper & Forest Products,6327592,,,Howard Lumber Sales,"Howard Lumber Sales is a Paper and Forest Products company located in 405 Douglas Ave, Altamonte Spgs, Florida, United States.",,32714-2542,,,,1-10 employees,,Florida,405 Douglas Ave,,,2016-04-22T03:38:22,www.linkedin.com/company/howard-lumber-sales,http://www.howardlumbercompany.com
366,0005e0ce-c24e-48a8-bc8d-9799a4084564,North Hykeham,United Kingdom,,,2,,"2 Dorchester Way, North Hykeham, LN6 9HH, United Kingdom",,Hospital & Health Care,6207575,,,AMBASSADOR HOMECARE LIMITED,"AMBASSADOR HOMECARE LIMITED is a Hospital and Health Care company located in 2 Dorchester Way, North Hykeham, United Kingdom.",,LN6 9HH,,,,1-10 employees,,,2 Dorchester Way,,,2016-04-21T12:53:04,www.linkedin.com/company/ambassador-homecare-limited,
367,0005f27e-703d-46f1-909c-bee1010caf96,,,,,1,2016.0,,http://media.licdn.com/mpr/mpr/shrink_200_200/AAEAAQAAAAAAAAP6AAAAJGMxOTAyMTY5LTBiZmYtNDAzOS1hMmQ5LTMwNDhlMjkzODk2NA.png,E-Learning,10528569,,,UXShape,"I founded UXShape to help teach the world how to use the most advanced prototyping tool AXURE RP.\r\n\r\nAxure Prototyping tutorials for beginners, intermediate and advanced learners. Come learn how to create the most used web and mobile app components and elements prominently designed and developed at every digital agency. \r\n\r\nLearn from a Business Analyst / UX designer and get FREE Axure files to download. These tutorials are ideal for students, designers and company teams. \r\n\r\nWe would love to keep you updated with fresh tutorials so FOLLOW, SHARE and LIKE and don't forget to visit our website www.uxshape.com",,,,,,Myself Only,,,,,Educational,2016-04-21T06:59:15,www.linkedin.com/company/uxshape,http://www.uxshape.com
368,0005f2bf-f0b0-4515-a4d5-7b7d8e31d03d,,,,,65,,,http://media.licdn.com/mpr/mpr/shrink_200_200/AAEAAQAAAAAAAAQZAAAAJDllYmE5OWEwLWE3MGYtNDVjNC1iM2ZkLTM0NmRmNzNjNTlmYQ.png,Construction,10156820,,,1-2-3 casco,Met 1-2-3 casco is de Nederlandse woningbouw het digitale tijdperk binnengetreden! Casco's voor gezinswoningen worden volledig robot-gestuurd geproduceerd in de moderne fabriek van Voorbij Prefab.,,,,,,51-200 employees,,,,,,2016-05-21T11:16:05,www.linkedin.com/company/1-2-3-casco,http://www.123casco.com
369,0005f369-c82f-4de9-af17-625e89c4e4a2,,,,,0,1995.0,,,Staffing and Recruiting,10474054,,,communicationnetwork.ch,"www.communicationnetwork.ch ist eine Plattform für Führungskräfte und Fachspezialisten in den Bereichen PR, Werbung, Media und Marketing.\r\n\r\nAuf communicationnetwork.ch haben Firmen die Möglichkeit in einem qualitativ hochstehenden Kommunikationsumfeld ihr Stellenangebot zu platzieren. Zudem verfügen Unternehmen über eine Auswahl von Kurzprofilen von Stellensuchenden, welche einem hohen Standard entsprechen.\r\n\r\nIm Online-Bewerberpool können sich Stellensuchende mit einem Kurzprofil für Jobangebote empfehlen. Mit einer Onlineregistrierung verfügen interessierte Unternehmen somit über einen direkten Zugriff auf das Kurzprofil. Die Kontaktaufnahme erfolgt dann durch communicationnetwork.ch, und erst nach Rücksprache werden die persönlichen Unterlagen an die Interessenten weitergeleitet. Absolute Diskretion bleibt selbstverständlich garantiert.",,,,,,1-10 employees,,,,,Public Company,2016-04-22T16:14:16,www.linkedin.com/company/communicationnetwork-ch,http://www.communicationnetwork.ch
370,0005f43b-c4ac-4f57-907e-594315b19124,Portland,United States,,(503) 408-0795,1,,"14652 NE Weidler St, Portland, Oregon, 97230-4151, United States",,Insurance,5526326,454210,Vending Machine Operators,Portland Vending Inc,"Portland Vending Inc is an Insurance company located in 14652 NE Weidler St, Portland, Oregon, United States.",,97222,$1k,5962,Vending Machine Operators,1-10 employees,,OR,10824 SE OAK ST,# 304,,2016-04-22T01:11:57,www.linkedin.com/company/portland-vending-inc,http://www.portlandvendinginc.com
371,0005f8fc-8e0f-42ce-90c7-4a0bc5fce77a,San Pedro,United States,,,1,,"235 N Enrose Ave, San Pedro, California, 90732-2705, United States",,Financial Services,6181276,,,Cal Fed Lending,"Cal Fed Lending is a financial services company based out of 235 N Enrose Ave, San Pedro, California, United States.",,90732-2705,,,,,,California,235 N Enrose Ave,,,2016-04-21T22:18:23,www.linkedin.com/company/cal-fed-lending,
372,0005f9b2-6ddb-420e-b797-92b806004b9d,,Kenya,,,10,,Kenya,,,6994460,,,PAC University,PAC University is a company based out of Kenya.,,,,,,,,,,,,2016-04-24T23:24:08,www.linkedin.com/company/pac-university,http://pacuniversity.ac.ke
